#id	parent name
species:ncbi:587887	Hydrosaurus
species:ncbi:118218	Lyriocephalus
species:ncbi:118223	Halimeda
species:ncbi:118229	Pseudotrapelus
species:ncbi:118235	Sitana
species:ncbi:206607	Tympanocryptis
species:ncbi:118249	Rankinia
species:ncbi:118251	Dermophis
species:ncbi:118254	Herpele
species:ncbi:118321	Myxilla
species:ncbi:118381	Bythograea
species:ncbi:173285	Geophilus
species:ncbi:118470	Ophyiulus
species:ncbi:118473	Nemasoma
species:ncbi:291247	Oxidus
species:ncbi:118488	Polyzonium
species:ncbi:118499	Scolopocryptops
species:ncbi:141248	Heterometrus
species:ncbi:118565	Pennahia
species:ncbi:118624	Phalangium
species:ncbi:118637	Trogulus
species:ncbi:118748	Bulleidia
species:ncbi:118778	Tussilago
species:ncbi:118793	Rostratula
species:ncbi:118797	Lipotes
species:ncbi:118861	Andinomys
species:ncbi:118865	Graomys
species:ncbi:264722	Pachycondyla
species:ncbi:168124	Anthyllis
species:ncbi:118899	Dorycnium
species:ncbi:390708	Hippocrepis
species:ncbi:53861	Securigera
species:ncbi:118967	Anaerorhabdus
species:ncbi:118972	Hysterocrates
species:ncbi:118974	Stromatopelma
species:ncbi:66850	Filomicrobium
species:ncbi:119096	Capillaria
species:ncbi:119101	Anatrichosoma
species:ncbi:119157	Stalita
species:ncbi:12045	Polerovirus
species:ncbi:313927	Carpesium
species:ncbi:119229	Diplectanum
species:ncbi:142934	Lamellodiscus
species:ncbi:119246	Ceratomia
species:ncbi:325836	Eumorpha
species:ncbi:119269	Endromis
species:ncbi:469260	Smerinthus
species:ncbi:470732	Sphinx
species:ncbi:119368	Neocalanus
species:ncbi:136184	Pseudocalanus
species:ncbi:119718	Haemulon
species:ncbi:327102	Thiara
species:ncbi:537759	Clithon
species:ncbi:119403	Eunymphicus
species:ncbi:81857	Paralactobacillus
species:ncbi:119431	Hippospongia
species:ncbi:119483	Phallichthys
species:ncbi:119488	Siniperca
species:ncbi:32629	Pecluvirus
species:ncbi:119531	Coleodesmium
species:ncbi:119540	Actinothuidium
species:ncbi:119542	Rhodobaca
species:ncbi:119562	Sylvicapra
species:ncbi:119564	Colomys
species:ncbi:298890	Taterillus
species:ncbi:119682	Archosargus
species:ncbi:119701	Encarsiella
species:ncbi:497151	Evynnis
species:ncbi:182658	Lethrinus
species:ncbi:450225	Nemipterus
species:ncbi:490876	Pomadasys
species:ncbi:182642	Rhabdosargus
species:ncbi:443717	Scolopsis
species:ncbi:119769	Stephopaedes
species:ncbi:119796	Tetramolopium
species:ncbi:119833	Carpolepis
species:ncbi:119853	Oscillospira
species:ncbi:263207	Adelobotrys
species:ncbi:476990	Leandra
species:ncbi:119889	Maieta
species:ncbi:263337	Tetrazygia
species:ncbi:119902	Memecylon
species:ncbi:119953	Ulocladium
species:ncbi:119949	Myrtus
species:ncbi:119951	Eugenia
species:ncbi:128733	Melastoma
species:ncbi:920	Acidithiobacillus
species:ncbi:929	Thermithiobacillus
species:ncbi:119986	Metanarthecium
species:ncbi:167569	Aletris
species:ncbi:119999	Chionographis
species:ncbi:120020	Ypsilandra
species:ncbi:120298	Subtercola
species:ncbi:120290	Psidium
species:ncbi:120313	Oxyrhopus
species:ncbi:120305	Philodryas
species:ncbi:490051	Phoronopsis
species:ncbi:120341	Acila
species:ncbi:300633	Bankia
species:ncbi:120377	Salana
species:ncbi:232953	Chama
species:ncbi:120385	Kerria
species:ncbi:120411	Pachymetra
species:ncbi:120431	Hiatella
species:ncbi:120566	Cyclina
species:ncbi:120570	Mactra
species:ncbi:56897	Afrocarpus
species:ncbi:120592	Halocarpus
species:ncbi:120643	Inversidens
species:ncbi:81943	Methylocella
species:ncbi:120749	Oocystis
species:ncbi:197243	Caralluma
species:ncbi:94254	Dyadobacter
species:ncbi:120882	Pseudosquilla
species:ncbi:120888	Odontodactylus
species:ncbi:120890	Hoplosquilla
species:ncbi:120904	Gonodactylellus
species:ncbi:120903	Gonodactylaceus
species:ncbi:149342	Clavariadelphus
species:ncbi:120962	Roseiflexus
species:ncbi:187594	Amphiporus
species:ncbi:120987	Argyrotheca
species:ncbi:120995	Dinophilus
species:ncbi:231608	Haplognathia
species:ncbi:549197	Tubiluchus
species:ncbi:121014	Glossobalanus
species:ncbi:121029	Arcopsis
species:ncbi:121039	Ferrimicrobium
species:ncbi:121073	Cassytha
species:ncbi:121088	Ostreobium
species:ncbi:128734	Gravesia
species:ncbi:162690	Brachystegia
species:ncbi:121101	Leonardoxa
species:ncbi:255618	Eucalanus
species:ncbi:136180	Acartia
species:ncbi:110116	Odorrana
species:ncbi:121162	Arctopsyche
species:ncbi:8407	Rana
species:ncbi:358434	Abra
species:ncbi:121186	Entemnotrochus
species:ncbi:121214	Opilio
species:ncbi:121225	Pediculus
species:ncbi:121228	Pthirus
species:ncbi:8400	Aquarana
species:ncbi:333676	Amnirana
species:ncbi:473457	Gymnothorax
species:ncbi:121287	Histiobranchus
species:ncbi:121322	Clelia
species:ncbi:121336	Hydrops
species:ncbi:121343	Imantodes
species:ncbi:121346	Leptodeira
species:ncbi:121354	Oxybelis
species:ncbi:211649	Pseudoboa
species:ncbi:121382	Siphlophis
species:ncbi:186605	Tantilla
species:ncbi:121372	Thamnodynastes
species:ncbi:121423	Phoenicurus
species:ncbi:289389	Aplysina
species:ncbi:121479	Conandron
species:ncbi:121482	Haberlea
species:ncbi:252964	Spongia
species:ncbi:121492	Corticium
species:ncbi:386100	Oscarella
species:ncbi:121497	Cacospongia
species:ncbi:369102	Bothriomyrmex
species:ncbi:219776	Dolichoderus
species:ncbi:411748	Dorymyrmex
species:ncbi:411751	Forelius
species:ncbi:561532	Iridomyrmex
species:ncbi:369196	Papyrius
species:ncbi:369240	Technomyrmex
species:ncbi:121528	Ruwenzorornis
species:ncbi:121573	Rhabdomys
species:ncbi:121576	Pelomys
species:ncbi:121578	Parotomys
species:ncbi:121583	Millardia
species:ncbi:121585	Golunda
species:ncbi:491861	Grammomys
species:ncbi:121605	Exomala
species:ncbi:143791	Phyllosticta
species:ncbi:121752	Lacazia
species:ncbi:121790	Coccophagoides
species:ncbi:121821	Roseinatronobacter
species:ncbi:121834	Boreioglycaspis
species:ncbi:121839	Cacopsylla
species:ncbi:121841	Ctenarytaina
species:ncbi:121845	Diaphorina
species:ncbi:121847	Glycaspis
species:ncbi:62320	Haloterrigena
species:ncbi:121880	Gnamptogenys
species:ncbi:230209	Balsamorhiza
species:ncbi:121888	Podachaenium
species:ncbi:122015	Micromegistus
species:ncbi:122244	Anthosigmella
species:ncbi:122246	Avahi
species:ncbi:122248	Allocebus
species:ncbi:122261	Digramma
species:ncbi:554	Pectobacterium
species:ncbi:174730	Neusticurus
species:ncbi:254669	Darevskia
species:ncbi:6689	Litopenaeus
species:ncbi:363203	Boerhavia
species:ncbi:122539	Koelpinia
species:ncbi:379641	Picris
species:ncbi:122555	Tolpis
species:ncbi:268113	Urospermum
species:ncbi:231815	Malacothrix
species:ncbi:122625	Blasia
species:ncbi:122736	Antliarhinus
species:ncbi:122775	Arthrocormus
species:ncbi:326196	Exodictyon
species:ncbi:202173	Rhopalotria
species:ncbi:122810	Lagerstroemia
species:ncbi:122814	Sonneratia
species:ncbi:572107	Sphenophorus
species:ncbi:478197	Platypus
species:ncbi:122853	Polydrusus
species:ncbi:430899	Sitona
species:ncbi:202218	Tanymecus
species:ncbi:292309	Listronotus
species:ncbi:122865	Zabrotes
species:ncbi:122868	Oxyops
species:ncbi:202028	Lixus
species:ncbi:122892	Conotrachelus
species:ncbi:122900	Pachylobius
species:ncbi:122942	Urocentrum
species:ncbi:122969	Euchorthippus
species:ncbi:499903	Cladonema
species:ncbi:123103	Amblostoma
species:ncbi:123134	Dimerandra
species:ncbi:142321	Isochilus
species:ncbi:142330	Laelia
species:ncbi:412747	Myrmecophila
species:ncbi:217554	Scaphyglottis
species:ncbi:142378	Schomburgkia
species:ncbi:123221	Homalogaster
species:ncbi:283373	Cypselurus
species:ncbi:123225	Orthocoelium
species:ncbi:123239	Halospirulina
species:ncbi:242287	Triphoturus
species:ncbi:473301	Ceratoscopelus
species:ncbi:125806	Notoscopelus
species:ncbi:458577	Gymnoscopelus
species:ncbi:123330	Krefftichthys
species:ncbi:125796	Benthosema
species:ncbi:123337	Eurypelma
species:ncbi:123339	Symbolophorus
species:ncbi:137518	Conopophaga
species:ncbi:102148	Solobacterium
species:ncbi:123379	Mionectes
species:ncbi:123388	Cheiloclinium
species:ncbi:123405	Catha
species:ncbi:379232	Elaeodendron
species:ncbi:256095	Gymnosporia
species:ncbi:205464	Maytenus
species:ncbi:123436	Mortonia
species:ncbi:123445	Peritassa
species:ncbi:123450	Pleurostylia
species:ncbi:490018	Psammomoya
species:ncbi:379283	Putterlickia
species:ncbi:123468	Rzedowskia
species:ncbi:458696	Tripterygium
species:ncbi:123498	Aleurites
species:ncbi:123601	Nothotsuga
species:ncbi:123668	Muscisaxicola
species:ncbi:123689	Xenopoecilus
species:ncbi:435131	Hypoatherina
species:ncbi:123737	Oestrus
species:ncbi:123747	Przhevalskiana
species:ncbi:123771	Madracis
species:ncbi:123844	Orthemis
species:ncbi:135831	Pachycheles
species:ncbi:124008	Cyclorhipidion
species:ncbi:124012	Euwallacea
species:ncbi:148313	Discula
species:ncbi:124140	Penilia
species:ncbi:124225	Brackiella
species:ncbi:124227	Kikihia
species:ncbi:124234	Maoricicada
species:ncbi:473952	Osmia
species:ncbi:178770	Haematopota
species:ncbi:124350	Taxila
species:ncbi:328875	Baliochila
species:ncbi:42270	Limenitis
species:ncbi:124416	Hyperdermium
species:ncbi:124427	Ustilaginoidea
species:ncbi:124612	Notoedres
species:ncbi:226809	Hybomitra
species:ncbi:124749	Harpiocephalus
species:ncbi:173902	Rhinopoma
species:ncbi:124759	Thyroptera
species:ncbi:124801	Skytanthus
species:ncbi:124803	Tarphius
species:ncbi:389182	Carlemannia
species:ncbi:124827	Endospermum
species:ncbi:398635	Neoscortechinia
species:ncbi:398632	Homalanthus
species:ncbi:124837	Ostodes
species:ncbi:124857	Amphipterygium
species:ncbi:124871	Microdesmis
species:ncbi:124917	Armigeres
species:ncbi:124943	Azadirachta
species:ncbi:124947	Cedrela
species:ncbi:124949	Ekebergia
species:ncbi:124953	Khaya
species:ncbi:124975	Grielum
species:ncbi:124981	Diatenopteryx
species:ncbi:124987	Serjania
species:ncbi:575650	Talisia
species:ncbi:416090	Ampelopsis
species:ncbi:256093	Elatine
species:ncbi:125035	Ruptiliocarpon
species:ncbi:413794	Lissocarpa
species:ncbi:125056	Strasburgeria
species:ncbi:125063	Mitu
species:ncbi:125067	Oreophasis
species:ncbi:125073	Pipile
species:ncbi:125097	Cirrhaea
species:ncbi:259382	Cyrtochilum
species:ncbi:125126	Gongora
species:ncbi:363345	Ornithocephalus
species:ncbi:125187	Telipogon
species:ncbi:524248	Trichocentrum
species:ncbi:350414	Trigonidium
species:ncbi:257708	Roseomonas
species:ncbi:125272	Cyanolanius
species:ncbi:125274	Oriolia
species:ncbi:125283	Pycnonotus
species:ncbi:125286	Cyanoptila
species:ncbi:125288	Ornithinimicrobium
species:ncbi:161648	Bombycilla
species:ncbi:125301	Vanga
species:ncbi:125303	Euryceros
species:ncbi:125367	Uncinaria
species:ncbi:125397	Dracula
species:ncbi:494007	Lepanthes
species:ncbi:125461	Myoxanthus
species:ncbi:524243	Scaphosepalum
species:ncbi:63189	Ceratorhiza
species:ncbi:125641	Phacodinium
species:ncbi:125646	Actinobole
species:ncbi:125648	Ammobium
species:ncbi:125654	Apalochlamys
species:ncbi:125720	Ixodia
species:ncbi:130427	Bathyclarias
species:ncbi:343929	Copsychus
species:ncbi:125897	Ibacus
species:ncbi:125900	Khawia
species:ncbi:125949	Parula
species:ncbi:189340	Cordulegaster
species:ncbi:126197	Brachytron
species:ncbi:126237	Stylurus
species:ncbi:476689	Tanypteryx
species:ncbi:126220	Anotogaster
species:ncbi:410888	Tramea
species:ncbi:126245	Chalcolestes
species:ncbi:447868	Orthetrum
species:ncbi:126260	Somatochlora
species:ncbi:126270	Alliaria
species:ncbi:126289	Gracilinanus
species:ncbi:126293	Thaparocleidus
species:ncbi:341068	Cichlidogyrus
species:ncbi:126330	Coris
species:ncbi:126358	Abeliophyllum
species:ncbi:126362	Chionanthus
species:ncbi:126389	Ashworthius
species:ncbi:237660	Mecistocirrus
species:ncbi:126394	Nematodiroides
species:ncbi:126398	Ohbayashinema
species:ncbi:126410	Fontanesia
species:ncbi:126537	Myxopyrum
species:ncbi:126566	Schrebera
species:ncbi:185953	Megaladapis
species:ncbi:174280	Gerrhosaurus
species:ncbi:126629	Pseudocordylus
species:ncbi:126635	Pemphis
species:ncbi:126641	Gymnotheca
species:ncbi:126646	Zippelia
species:ncbi:351729	Echinophyllia
species:ncbi:211865	Favites
species:ncbi:126667	Marginopora
species:ncbi:126671	Chlorurus
species:ncbi:126721	Pagophila
species:ncbi:126728	Bonamia
species:ncbi:219229	Blepharodon
species:ncbi:126756	Funastrum
species:ncbi:157409	Cynanchum
species:ncbi:219240	Gomphocarpus
species:ncbi:126763	Oxystelma
species:ncbi:126767	Philibertia
species:ncbi:492005	Sarcostemma
species:ncbi:126797	Athene
species:ncbi:221580	Ketupa
species:ncbi:126825	Protaminobacter
species:ncbi:126839	Micractinium
species:ncbi:126865	Gelochelidon
species:ncbi:126905	Saracha
species:ncbi:126907	Vassobia
species:ncbi:126910	Withania
species:ncbi:126957	Strigamia
species:ncbi:111367	Fejervarya
species:ncbi:353213	Caecitellus
species:ncbi:127150	Rhynchomonas
species:ncbi:173248	Acraea
species:ncbi:127229	Massisteria
species:ncbi:127245	Mechanitis
species:ncbi:304530	Oleria
species:ncbi:228300	Ideopsis
species:ncbi:127260	Tirumala
species:ncbi:385129	Adelpha
species:ncbi:127302	Amathusia
species:ncbi:405022	Boloria
species:ncbi:171595	Polygonia
species:ncbi:216460	Polyura
species:ncbi:256708	Heterotermes
species:ncbi:280683	Rhinotermes
species:ncbi:377987	Schedorhinotermes
species:ncbi:127405	Liriomyza
species:ncbi:127408	Polybioides
species:ncbi:127430	Myodocarpus
species:ncbi:127458	Thiobaca
species:ncbi:280766	Eutrichopus
species:ncbi:127493	Paraeutrichopus
species:ncbi:127520	Ascocalyx
species:ncbi:127533	Bullacta
species:ncbi:127538	Oedipodium
species:ncbi:127541	Hormophysa
species:ncbi:127549	Calcidiscus
species:ncbi:127560	Anourosorex
species:ncbi:127562	Helicosphaera
species:ncbi:127603	Carrichtera
species:ncbi:127615	Schouwia
species:ncbi:127626	Zilla
species:ncbi:488276	Prorhinotermes
species:ncbi:377894	Crenetermes
species:ncbi:377994	Thoracotermes
species:ncbi:127875	Cinclus
species:ncbi:127915	Pseudoperkinsus
species:ncbi:127929	Leucopsar
species:ncbi:128015	Platynothrus
species:ncbi:128017	Dimocarpus
species:ncbi:329903	Rabidosa
species:ncbi:128040	Schizocosa
species:ncbi:128050	Xema
species:ncbi:128124	Craspedacusta
species:ncbi:128134	Tima
species:ncbi:128151	Sylvisorex
species:ncbi:128289	Ceratopyxis
species:ncbi:128333	Maguireothamnus
species:ncbi:297574	Scolosanthus
species:ncbi:128390	Nipponia
species:ncbi:128445	Chione
species:ncbi:462238	Zeuxis
species:ncbi:167134	Babylonia
species:ncbi:128471	Burnupena
species:ncbi:220382	Kelletia
species:ncbi:128484	Phos
species:ncbi:128488	Hemifusus
species:ncbi:317038	Actinodaphne
species:ncbi:325533	Alseodaphne
species:ncbi:128595	Aniba
species:ncbi:128597	Apollonias
species:ncbi:128613	Dehaasia
species:ncbi:128621	Endlicheria
species:ncbi:128625	Eusideroxylon
species:ncbi:128655	Neolitsea
species:ncbi:373172	Balduina
species:ncbi:128716	Hymenoxys
species:ncbi:128805	Baileya
species:ncbi:128754	Neolepidapedon
species:ncbi:128893	Gaylussacia
species:ncbi:128958	Peckia
species:ncbi:128962	Wohlfahrtia
species:ncbi:128991	Columbicola
species:ncbi:86170	Syntrophothermus
species:ncbi:143526	Microhyla
species:ncbi:129037	Belone
species:ncbi:293919	Cololabis
species:ncbi:129048	Hemirhamphodon
species:ncbi:129057	Parexocoetus
species:ncbi:129061	Scomberesox
species:ncbi:130046	Tylosurus
species:ncbi:129108	Xenentodon
species:ncbi:161975	Pseudocyphellaria
species:ncbi:129212	Polytrichastrum
species:ncbi:129256	Chiastocheta
species:ncbi:1422	Geobacillus
species:ncbi:129376	Neopsylla
species:ncbi:129397	Aporia
species:ncbi:441318	Appias
species:ncbi:441320	Cepora
species:ncbi:524218	Arcangeliella
species:ncbi:129502	Coccotrema
species:ncbi:129506	Ochrolechia
species:ncbi:129519	Trapeliopsis
species:ncbi:129522	Coremiocnemis
species:ncbi:278596	Gymnomyces
species:ncbi:84158	Oceanimonas
species:ncbi:129585	Mycogone
species:ncbi:35350	Foveavirus
species:ncbi:129845	Leptynia
species:ncbi:298331	Siadenovirus
species:ncbi:164973	Tylototriton
species:ncbi:171792	Pelochelys
species:ncbi:319955	Sphaerolaimus
species:ncbi:140394	Hygrohypnum
species:ncbi:129938	Rhynchostegiella
species:ncbi:129958	Carboxydothermus
species:ncbi:150937	Blastophaga
species:ncbi:150943	Liporrhopalum
species:ncbi:340920	Platyscapa
species:ncbi:130043	Arachnomyces
species:ncbi:213636	Caryophyllia
species:ncbi:130055	Cladocora
species:ncbi:130061	Dichocoenia
species:ncbi:130080	Oculina
species:ncbi:130095	Ariocarpus
species:ncbi:130097	Astrophytum
species:ncbi:154415	Echinocactus
species:ncbi:130126	Ferocactus
species:ncbi:130135	Leuchtenbergia
species:ncbi:130138	Lophophora
species:ncbi:278511	Mammillaria
species:ncbi:153887	Parodia
species:ncbi:130239	Brachylaena
species:ncbi:368900	Chaetanthera
species:ncbi:130248	Chaptalia
species:ncbi:130285	Nouelia
species:ncbi:130290	Pachylaena
species:ncbi:130299	Plazia
species:ncbi:146566	Entosthodon
species:ncbi:171736	Symphodus
species:ncbi:472720	Cixius
species:ncbi:130564	Diostrombus
species:ncbi:130591	Lycorma
species:ncbi:130672	Siderastrea
species:ncbi:130731	Chiropsalmus
species:ncbi:202857	Pachydactylus
species:ncbi:130796	Crossiella
species:ncbi:358048	Philotrypesis
species:ncbi:130930	Habronattus
species:ncbi:184518	Spondylosium
species:ncbi:407018	Micrasterias
species:ncbi:184537	Euastrum
species:ncbi:292377	Staurodesmus
species:ncbi:131095	Cryptopleura
species:ncbi:131097	Delesseria
species:ncbi:131080	Limnobacter
species:ncbi:131249	Aiphanes
species:ncbi:131267	Dypsis
species:ncbi:154483	Linospadix
species:ncbi:145709	Roystonea
species:ncbi:131310	Parastrongyloides
species:ncbi:5499	Passalora
species:ncbi:131320	Phaeoisariopsis
species:ncbi:360901	Pseudocercospora
species:ncbi:136153	Anthostomella
species:ncbi:131346	Stigmina
species:ncbi:226668	Agelastica
species:ncbi:200067	Alagoasa
species:ncbi:404225	Altica
species:ncbi:131590	Asemum
species:ncbi:346760	Chaetocnema
species:ncbi:224319	Chrysochus
species:ncbi:200911	Crepidodera
species:ncbi:293900	Zenarchopterus
species:ncbi:161252	Galerucella
species:ncbi:131647	Gaurotes
species:ncbi:131654	Lilioceris
species:ncbi:283925	Moneilema
species:ncbi:131698	Phoracantha
species:ncbi:153785	Phratora
species:ncbi:225723	Plateumaris
species:ncbi:157323	Prionus
species:ncbi:131716	Stator
species:ncbi:294610	Zeugophora
species:ncbi:143995	Megachile
species:ncbi:132170	Hemiphacidium
species:ncbi:64355	Naemacyclus
species:ncbi:132195	Cosmosoma
species:ncbi:132213	Empyreuma
species:ncbi:132366	Coronocyclus
species:ncbi:132389	Oxyuris
species:ncbi:132407	Edwardsiella
species:ncbi:132421	Arthurdendyus
species:ncbi:132428	Afgekia
species:ncbi:185702	Apios
species:ncbi:132437	Deguelia
species:ncbi:132461	Rhynchosia
species:ncbi:62122	Xeroderris
species:ncbi:132493	Monopylephorus
species:ncbi:132495	Pectinodrilus
species:ncbi:132597	Clytus
species:ncbi:132600	Scoliopteryx
species:ncbi:132606	Limnothrix
species:ncbi:132608	Planktothricoides
species:ncbi:132624	Phytomyza
species:ncbi:367938	Diophrys
species:ncbi:330370	Allancastria
species:ncbi:132695	Baronia
species:ncbi:301164	Euphilotes
species:ncbi:522702	Proserpinus
species:ncbi:132907	Ptenochirus
species:ncbi:132935	Blaptica
species:ncbi:549619	Warburgia
species:ncbi:132965	Cinnamosma
species:ncbi:132967	Capsicodendron
species:ncbi:133082	Eriosoma
species:ncbi:133087	Greenidea
species:ncbi:135959	Pterocomma
species:ncbi:133113	Tamalia
species:ncbi:133117	Acalymma
species:ncbi:133194	Alkalilimnicola
species:ncbi:32237	Oemleria
species:ncbi:133239	Otanthus
species:ncbi:133253	Leucanthemopsis
species:ncbi:133260	Plagius
species:ncbi:133270	Hydrogenothermus
species:ncbi:133275	Bonnetella
species:ncbi:133303	Pteronyssoides
species:ncbi:133314	Camptoloma
species:ncbi:133408	Acytostelium
species:ncbi:133427	Protoceratium
species:ncbi:133430	Lepidozamia
species:ncbi:133434	Acanthaster
